;ENG;FRA;ITA;SPA;GER;POL;RUS;RUS;;;X;
PROV1203;Linyu;Linyu;Linyu;Linyu;Linyu;Linyu;Linyu;Линью;;;X;
PROV1204;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Тяньинь;;;X;
PROV1205;Beiping;Beiping;Beiping;Beiping;Beiping;Beiping;Beiping;Пекин;;;X;
PROV1206;Huailai;Huailai;Huailai;Huailai;Huailai;Huailai;Huailai;Хуйлай;;;X;
PROV1207;Guisui;Guisui;Guisui;Guisui;Guisui;Guisui;Guisui;Гуйсуй;;;X;
PROV1208;Baotou;Baotou;Baotou;Baotou;Baotou;Baotou;Baotou;Баотоу;;;X;
PROV1209;Datong;Datong;Datong;Datong;Datong;Datong;Datong;Датунь;;;X;
PROV1210;Renqiu;Renqiu;Renqiu;Renqiu;Renqiu;Renqiu;Renqiu;Ренкью;;;X;
PROV1211;Shimen;Shimen;Shimen;Shimen;Shimen;Shimen;Shimen;Шимен;;;X;
PROV1212;Handan;Handan;Handan;Handan;Handan;Handan;Handan;Хандан;;;X;
PROV1213;Binxian;Binxian;Binxian;Binxian;Binxian;Binxian;Binxian;Бинсян;;;X;
PROV1214;Yantai;Yantai;Yantai;Yantai;Yantai;Yantai;Yantai;Яньтай;;;X;
PROV1215;Tengxian;Tengxian;Tengxian;Tengxian;Tengxian;Tengxian;Tengxian;Теньсян;;;X;
PROV1216;Tai'an;Tai'an;Tai'an;Tai'an;Tai'an;Tai'an;Tai'an;Тайан;;;X;
PROV1217;Lianyuan;Lianyuan;Lianyuan;Lianyuan;Lianyuan;Lianyuan;Lianyuan;Лянуань;;;X;
PROV1218;Suxian;Suxian;Suxian;Suxian;Suxian;Suxian;Suxian;Суксян;;;X;
PROV1219;Nantong;Nantong;Nantong;Nantong;Nantong;Nantong;Nantong;Нантун;;;X;
PROV1220;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Сюджоу;;;X;
PROV1221;Hefei;Hefei;Hefei;Hefei;Hefei;Hefei;Hefei;Хэфей;;;X;
PROV1222;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Фуянь;;;X;
PROV1223;Shangqiu;Shangqiu;Shangqiu;Shangqiu;Shangqiu;Shangqiu;Shangqiu;Шаньку;;;X;
PROV1224;Anyang;Anyang;Anyang;Anyang;Anyang;Anyang;Anyang;Аньян;;;X;
PROV1225;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Тайюань;;;X;
PROV1226;Linfen;Linfen;Linfen;Linfen;Linfen;Linfen;Linfen;Линфен;;;X;
PROV1227;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Лоянь;;;X;
PROV1228;Zhengxian;Zhengxian;Zhengxian;Zhengxian;Zhengxian;Zhengxian;Zhengxian;Женьсян;;;X;
PROV1229;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Наньан;;;X;
PROV1230;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Синянь;;;X;
PROV1231;Yingcheng;Yingcheng;Yingcheng;Yingcheng;Yingcheng;Yingcheng;Yingcheng;Янчен;;;X;
PROV1232;Hankou;Hankou;Hankou;Hankou;Hankou;Hankou;Hankou;Ханкоу;;;X;
PROV1233;Huaining;Huaining;Huaining;Huaining;Huaining;Huaining;Huaining;Хуйнинь;;;X;
PROV1234;Xuancheng;Xuancheng;Xuancheng;Xuancheng;Xuancheng;Xuancheng;Xuancheng;Суньченг;;;X;
PROV1235;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Нанкин;;;X;
PROV1236;Changzhou;Changzhou;Changzhou;Changzhou;Changzhou;Changzhou;Changzhou;Чанчжоу;;;X;
PROV1237;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Шанхай;;;X;
PROV1238;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Ханьжоу;;;X;
PROV1239;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Нинбо;;;X;
PROV1240;Yongjia;Yongjia;Yongjia;Yongjia;Yongjia;Yongjia;Yongjia;Йонгжа;;;X;
PROV1241;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;Жиньхуа;;;X;
PROV1242;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Шеньжао;;;X;
PROV1243;Nanping;Nanping;Nanping;Nanping;Nanping;Nanping;Nanping;Нанпинь;;;X;
PROV1244;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Фучжоу;;;X;
PROV1245;Jinjiang;Jinjiang;Jinjiang;Jinjiang;Jinjiang;Jinjiang;Jinjiang;Жиньжань;;;X;
PROV1246;Yongan;Yongan;Yongan;Yongan;Yongan;Yongan;Yongan;Йонжань;;;X;
PROV1247;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;Сямынь;;;X;
PROV1248;Shantou;Shantou;Shantou;Shantou;Shantou;Shantou;Shantou;Шаньту;;;X;
PROV1249;Meizhou;Meizhou;Meizhou;Meizhou;Meizhou;Meizhou;Meizhou;Мейжоу;;;X;
PROV1250;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ганьжоу;;;X;
PROV1251;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Пиньсян;;;X;
PROV1252;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Юйжань;;;X;
PROV1253;Xianning;Xianning;Xianning;Xianning;Xianning;Xianning;Xianning;Сямынь;;;X;
PROV1254;Ji'an;Ji'an;Ji'an;Ji'an;Ji'an;Ji'an;Ji'an;Жиань;;;X;
PROV1255;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Сянтан;;;X;
PROV1256;Leiyang;Leiyang;Leiyang;Leiyang;Leiyang;Leiyang;Leiyang;Леянг;;;X;
PROV1257;Yizhang;Yizhang;Yizhang;Yizhang;Yizhang;Yizhang;Yizhang;Южань;;;X;
PROV1258;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Люйчжоу;;;X;
PROV1259;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Хэньянь;;;X;
PROV1260;Changde;Changde;Changde;Changde;Changde;Changde;Changde;Чэнде;;;X;
PROV1261;Shaoyang;Shaoyang;Shaoyang;Shaoyang;Shaoyang;Shaoyang;Shaoyang;Шоянь;;;X;
PROV1262;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Зуньи;;;X;
PROV1263;Qijiang;Qijiang;Qijiang;Qijiang;Qijiang;Qijiang;Qijiang;Кижань;;;X;
PROV1264;Enshi;Enshi;Enshi;Enshi;Enshi;Enshi;Enshi;Енши;;;X;
PROV1265;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Вансянь;;;X;
PROV1266;Xiangyang;Xiangyang;Xiangyang;Xiangyang;Xiangyang;Xiangyang;Xiangyang;Сяньжань;;;X;
PROV1267;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;Сиань;;;X;
PROV1268;Lьeyang;Lьeyang;Lьeyang;Lьeyang;Lьeyang;Lьeyang;Lьeyang;Лианг;;;X;
PROV1269;Xianyang;Xianyang;Xianyang;Xianyang;Xianyang;Xianyang;Xianyang;Сянянь;;;X;
PROV1270;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Йаньан;;;X;
PROV1271;Shenmu;Shenmu;Shenmu;Shenmu;Shenmu;Shenmu;Shenmu;Шенму;;;X;
PROV1272;Sanduandi;Sanduandi;Sanduandi;Sanduandi;Sanduandi;Sanduandi;Sanduandi;Сандуанди;;;X;
PROV1273;Linhe;Linhe;Linhe;Linhe;Linhe;Linhe;Linhe;Линхе;;;X;
PROV1274;Zhongning;Zhongning;Zhongning;Zhongning;Zhongning;Zhongning;Zhongning;Жонгнин;;;X;
PROV1275;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Пинлян;;;X;
PROV1276;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Ланьчжоу;;;X;
PROV1277;Tianshui;Tianshui;Tianshui;Tianshui;Tianshui;Tianshui;Tianshui;Тяньшуй;;;X;
PROV1278;East Saint Louis;East Saint Louis;East Saint Louis;East Saint Louis;East Saint Louis;East Saint Louis;East Saint Louis;Ист Сент Луис;;;X;
PROV1279;Daxian;Daxian;Daxian;Daxian;Daxian;Daxian;Daxian;Дасянь;;;X;
PROV1280;Mianyang;Mianyang;Mianyang;Mianyang;Mianyang;Mianyang;Mianyang;Мянянь;;;X;
PROV1281;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Яань;;;X;
PROV1282;Yanbian;Yanbian;Yanbian;Yanbian;Yanbian;Yanbian;Yanbian;Янбинь;;;X;
PROV1283;Chab-mdo;Chab-mdo;Chab-mdo;Chab-mdo;Chab-mdo;Chab-mdo;Chab-mdo;Чабмдо;;;X;
PROV1284;Guwahati;Guwahati;Guwahati;Guwahati;Guwahati;Guwahati;Guwahati;Гувахати;;;X;
PROV1285;Khulna;Khulna;Khulna;Khulna;Khulna;Khulna;Khulna;Кхулна;;;X;
PROV1286;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;Дакка;;;X;
PROV1287;Imphal;Imphal;Imphal;Imphal;Imphal;Imphal;Imphal;Импхал;;;X;
PROV1288;Chottogram;Chottogram;Chottogram;Chottogram;Chottogram;Chottogram;Chottogram;Чоттограм;;;X;
PROV1289;Songhla;Songhla;Songhla;Songhla;Songhla;Songhla;Songhla;Сонгхла;;;X;
PROV1290;Pakokku;Pakokku;Pakokku;Pakokku;Pakokku;Pakokku;Pakokku;Пакокку;;;X;
PROV1291;Ha:hka:;Ha:hka:;Ha:hka:;Ha:hka:;Ha:hka:;Ha:hka:;Ha:hka:;Хахка;;;X;
PROV1292;Mumrwa;Mumrwa;Mumrwa;Mumrwa;Mumrwa;Mumrwa;Mumrwa;Мумрва;;;X;
PROV1293;Chuxiуng;Chuxiуng;Chuxiуng;Chuxiуng;Chuxiуng;Chuxiуng;Chuxiуng;Чусинь;;;X;
PROV1294;Baoshan;Baoshan;Baoshan;Baoshan;Baoshan;Baoshan;Baoshan;Баошань;;;X;
PROV1295;Mrackri:na:;Mrackri:na:;Mrackri:na:;Mrackri:na:;Mrackri:na:;Mrackri:na:;Mrackri:na:;Мракрина;;;X;
PROV1296;Lahri:;Lahri:;Lahri:;Lahri:;Lahri:;Lahri:;Lahri:;Лахри;;;X;
PROV1297;Akyab;Akyab;Akyab;Akyab;Akyab;Akyab;Akyab;Акьяб;;;X;
PROV1298;Pu.sim;Pu.sim;Pu.sim;Pu.sim;Pu.sim;Pu.sim;Pu.sim;Пу Сим;;;X;
PROV1299;Rankun;Rankun;Rankun;Rankun;Rankun;Rankun;Rankun;Рангун;;;X;
PROV1300;Manta.le:;Manta.le:;Manta.le:;Manta.le:;Manta.le:;Manta.le:;Manta.le:;Мандалай;;;X;
PROV1301;Pai:khu:;Pai:khu:;Pai:khu:;Pai:khu:;Pai:khu:;Pai:khu:;Pai:khu:;Пай Кху;;;X;
PROV1302;Maula.mruing;Maula.mruing;Maula.mruing;Maula.mruing;Maula.mruing;Maula.mruing;Maula.mruing;Маула Мрунг;;;X;
PROV1303;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Сян Май;;;X;
PROV1304;Taungkri:;Taungkri:;Taungkri:;Taungkri:;Taungkri:;Taungkri:;Taungkri:;Тангкри;;;X;
PROV1305;Kyuing: Tum;Kyuing: Tum;Kyuing: Tum;Kyuing: Tum;Kyuing: Tum;Kyuing: Tum;Kyuing: Tum;Кунь Тум;;;X;
PROV1306;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Мянг Сай;;;X;
PROV1307;Kunming;Kunming;Kunming;Kunming;Kunming;Kunming;Kunming;Куньмин;;;X;
PROV1308;Wuding;Wuding;Wuding;Wuding;Wuding;Wuding;Wuding;Вудинг;;;X;
PROV1309;Baise;Baise;Baise;Baise;Baise;Baise;Baise;Бэйсе;;;X;
PROV1310;Hechi;Hechi;Hechi;Hechi;Hechi;Hechi;Hechi;Хечи;;;X;
PROV1311;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Вучжоу;;;X;
PROV1312;Yingde;Yingde;Yingde;Yingde;Yingde;Yingde;Yingde;Янгде;;;X;
PROV1313;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Гуаньчжоу;;;X;
PROV1314;Baoan;Baoan;Baoan;Baoan;Baoan;Baoan;Baoan;Баоан;;;X;
PROV1315;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Гонгконг;;;X;
PROV1316;Macao;Macao;Macao;Macao;Macao;Macao;Macao;Макао;;;X;
PROV1317;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Жанмень;;;X;
PROV1318;Yangjiang;Yangjiang;Yangjiang;Yangjiang;Yangjiang;Yangjiang;Yangjiang;Янжань;;;X;
PROV1319;Nanning;Nanning;Nanning;Nanning;Nanning;Nanning;Nanning;Наньнин;;;X;
PROV1320;Haikang;Haikang;Haikang;Haikang;Haikang;Haikang;Haikang;Хайкань;;;X;
PROV1321;Qiongshan;Qiongshan;Qiongshan;Qiongshan;Qiongshan;Qiongshan;Qiongshan;Кенжань;;;X;
PROV1322;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Гаосюн;;;X;
PROV1323;Taibei;Taibei;Taibei;Taibei;Taibei;Taibei;Taibei;Тайбэй;;;X;
PROV1324;Hualian;Hualian;Hualian;Hualian;Hualian;Hualian;Hualian;Хулянь;;;X;
PROV1325;Qinzhou;Qinzhou;Qinzhou;Qinzhou;Qinzhou;Qinzhou;Qinzhou;Кинжу;;;X;
PROV1326;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Хайфон;;;X;
PROV1327;Wenshan;Wenshan;Wenshan;Wenshan;Wenshan;Wenshan;Wenshan;Веньшан;;;X;
PROV1328;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Хоа Бин;;;X;
PROV1329;Viang Chan;Viang Chan;Viang Chan;Viang Chan;Viang Chan;Viang Chan;Viang Chan;Вин Чан;;;X;
PROV1330;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Питсанулок;;;X;
PROV1331;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Хон Кен;;;X;
PROV1332;Pakse;Pakse;Pakse;Pakse;Pakse;Pakse;Pakse;Паксе;;;X;
PROV1333;Ha Noi;Ha Noi;Ha Noi;Ha Noi;Ha Noi;Ha Noi;Ha Noi;Ханой;;;X;
PROV1334;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Донг Хой;;;X;
PROV1335;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;Да Нанг;;;X;
PROV1336;Stoeng Treng;Stoeng Treng;Stoeng Treng;Stoeng Treng;Stoeng Treng;Stoeng Treng;Stoeng Treng;Стонг Тренг;;;X;
PROV1337;Sai Gon;Sai Gon;Sai Gon;Sai Gon;Sai Gon;Sai Gon;Sai Gon;Сай Гон;;;X;
PROV1338;Can Tho;Can Tho;Can Tho;Can Tho;Can Tho;Can Tho;Can Tho;Кан То;;;X;
PROV1339;Phnum Penh;Phnum Penh;Phnum Penh;Phnum Penh;Phnum Penh;Phnum Penh;Phnum Penh;Пномпень;;;X;
PROV1340;Siemreab;Siemreab;Siemreab;Siemreab;Siemreab;Siemreab;Siemreab;Симриб;;;X;
PROV1341;Batdambong;Batdambong;Batdambong;Batdambong;Batdambong;Batdambong;Batdambong;Батдамбонг;;;X;
PROV1342;Chonburi;Chonburi;Chonburi;Chonburi;Chonburi;Chonburi;Chonburi;Чонбури;;;X;
PROV1343;Krung Thep;Krung Thep;Krung Thep;Krung Thep;Krung Thep;Krung Thep;Krung Thep;Бангкок;;;X;
PROV1344;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Фечабун;;;X;
PROV1345;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Накхон Савах;;;X;
PROV1346;Hta:wai;Hta:wai;Hta:wai;Hta:wai;Hta:wai;Hta:wai;Hta:wai;Хта Вай;;;X;
PROV1347;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Прачап Хири Хан;;;X;
PROV1348;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Хакхон си Фамарат;;;X;
PROV1349;Ipoh;Ipoh;Ipoh;Ipoh;Ipoh;Ipoh;Ipoh;Ипох;;;X;
PROV1350;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;Куантан;;;X;
PROV1351;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Йохо Бару;;;X;
PROV1352;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Куала Лумпур;;;X;
PROV1353;Singapura;Singapura;Singapura;Singapura;Singapura;Singapura;Singapura;Сингапур;;;X;
PROV1354;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Pangkal Pinang;Пангкал Пинанг;;;X;
PROV1355;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Kutaraja;Кутарайя;;;X;
PROV1356;Jambi;Jambi;Jambi;Jambi;Jambi;Jambi;Jambi;Жамби;;;X;
PROV1357;Padang;Padang;Padang;Padang;Padang;Padang;Padang;Паданг;;;X;
PROV1358;Palembang;Palembang;Palembang;Palembang;Palembang;Palembang;Palembang;Палембанг;;;X;
PROV1359;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Bengkulu;Бенкулу;;;X;
PROV1360;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Ченду;;;X;
PROV1361;Luxian;Luxian;Luxian;Luxian;Luxian;Luxian;Luxian;Лусянь;;;X;
PROV1362;Zhaotong;Zhaotong;Zhaotong;Zhaotong;Zhaotong;Zhaotong;Zhaotong;Жаотонг;;;X;
PROV1363;Anshun;Anshun;Anshun;Anshun;Anshun;Anshun;Anshun;Аншунь;;;X;
PROV1364;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Гуйянь;;;X;
PROV1365;Zhenyuan;Zhenyuan;Zhenyuan;Zhenyuan;Zhenyuan;Zhenyuan;Zhenyuan;Женьян;;;X;
PROV1366;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Habarovsk;Хабаровск;;;X;
PROV1367;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Tetjuhe;Тетьюхе;;;X;
PROV1368;Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Sovetskaja Gavan';Советская Гавань;;;X;
PROV1369;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Vorosilov;Ворошилов;;;X;
PROV1370;Semлnovka;Semлnovka;Semлnovka;Semлnovka;Semлnovka;Semлnovka;Semлnovka;Семеновка;;;X;
PROV1371;Nahodka;Nahodka;Nahodka;Nahodka;Nahodka;Nahodka;Nahodka;Находка;;;X;
PROV1372;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Vladivostok;Владивосток;;;X;
PROV1373;Semarang;Semarang;Semarang;Semarang;Semarang;Semarang;Semarang;Семаранг;;;X;
PROV1374;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Jiamusi;Ямису;;;X;
PROV1375;Mishan;Mishan;Mishan;Mishan;Mishan;Mishan;Mishan;Мишан;;;X;
PROV1376;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Cheongjin;Чхонджин;;;X;
PROV1377;Yeongil;Yeongil;Yeongil;Yeongil;Yeongil;Yeongil;Yeongil;Йонгиль;;;X;
PROV1378;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Mudanjiang;Муданцзянь;;;X;
PROV1379;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Ha'erbin;Харбин;;;X;
PROV1380;Taikang;Taikang;Taikang;Taikang;Taikang;Taikang;Taikang;Тайкань;;;X;
PROV1381;Huma;Huma;Huma;Huma;Huma;Huma;Huma;Хума;;;X;
PROV1382;Hailaer;Hailaer;Hailaer;Hailaer;Hailaer;Hailaer;Hailaer;Хайлэр;;;X;
PROV1383;Njurba;Njurba;Njurba;Njurba;Njurba;Njurba;Njurba;Нюрьба;;;X;
PROV1384;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Suvorovskij;Суворовский;;;X;
PROV1385;Bayan Tьmen;Bayan Tьmen;Bayan Tьmen;Bayan Tьmen;Bayan Tьmen;Bayan Tьmen;Bayan Tьmen;Баян Тумень;;;X;
PROV1386;Beizimiao;Beizimiao;Beizimiao;Beizimiao;Beizimiao;Beizimiao;Beizimiao;Бейзимао;;;X;
PROV1387;Tao'an;Tao'an;Tao'an;Tao'an;Tao'an;Tao'an;Tao'an;Таоань;;;X;
PROV1388;Chifeng;Chifeng;Chifeng;Chifeng;Chifeng;Chifeng;Chifeng;Чифенг;;;X;
PROV1389;Siping;Siping;Siping;Siping;Siping;Siping;Siping;Сипинг;;;X;
PROV1390;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;Jilin;Джилинь;;;X;
PROV1391;Kanggye;Kanggye;Kanggye;Kanggye;Kanggye;Kanggye;Kanggye;Канги;;;X;
PROV1392;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;Hamheung;Хамхень;;;X;
PROV1393;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Sineuiju;Синьжу;;;X;
PROV1394;Andong;Andong;Andong;Andong;Andong;Andong;Andong;Андонг;;;X;
PROV1395;Panshan;Panshan;Panshan;Panshan;Panshan;Panshan;Panshan;Паншань;;;X;
PROV1396;Jinxi;Jinxi;Jinxi;Jinxi;Jinxi;Jinxi;Jinxi;Жинси;;;X;
PROV1397;Chengde;Chengde;Chengde;Chengde;Chengde;Chengde;Chengde;Ченгде;;;X;
PROV1398;Jining;Jining;Jining;Jining;Jining;Jining;Jining;Жинин;;;X;
PROV1399;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Hamamatsu-shi;Ямаматсу;;;X;
PROV1400;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Liegnitz;Легниц;;;X;
PROV1401;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;Хотин;;;X;
PROV1402;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;Сучава;;;X;
PROV1403;Bistrita;Bistrita;Bistrita;Bistrita;Bistrita;Bistrita;Bistrita;Быстрица;;;X;
PROV1404;Ulaanbaatar;Ulaanbaatar;Ulaanbaatar;Ulaanbaatar;Ulaanbaatar;Ulaanbaatar;Ulaanbaatar;Улан Батор;;;X;
PROV1405;Bielefeld;Bielefeld;Bielefeld;Bielefeld;Bielefeld;Bielefeld;Bielefeld;Билефельд;;;X;
PROV1406;Riwoqe;Riwoqe;Riwoqe;Riwoqe;Riwoqe;Riwoqe;Riwoqe;Ривоше;;;X;
PROV1407;West Aleutian Trench;West Aleutian Trench;West Aleutian Trench;West Aleutian Trench;West Aleutian Trench;West Aleutian Trench;West Aleutian Trench;зап. Алеутского желоба;;;X;
PROV1408;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Больцано;;;X;
PROV1409;Carmarthen;Carmarthen;Carmarthen;Carmarthen;Carmarthen;Carmarthen;Carmarthen;Кармартен;;;X;
PROV1410;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Nikolaevsk-na-Amure;Николаевск- на- Амуре;;;X;
PROV1411;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Ohotsk;Охотск;;;X;
PROV1412;Kjahta;Kjahta;Kjahta;Kjahta;Kjahta;Kjahta;Kjahta;Кяхта;;;X;
PROV1413;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Ulan-Ude;Улан Удэ;;;X;
PROV1414;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Irkutsk;Иркутск;;;X;
PROV1415;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Bodajbo;Бодайбо;;;X;
PROV1416;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Ust'-Kut;Усть Кут;;;X;
PROV1417;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Bratsk;Братск;;;X;
PROV1418;Kyzyl;Kyzyl;Kyzyl;Kyzyl;Kyzyl;Kyzyl;Kyzyl;Кызыл;;;X;
PROV1419;Mцrцn;Mцrцn;Mцrцn;Mцrцn;Mцrцn;Mцrцn;Mцrцn;Мурен;;;X;
PROV1420;Цlgii;Цlgii;Цlgii;Цlgii;Цlgii;Цlgii;Цlgii;Эльгий;;;X;
PROV1421;Altay;Altay;Altay;Altay;Altay;Altay;Altay;Алтай;;;X;
PROV1422;Taldyqorghan;Taldyqorghan;Taldyqorghan;Taldyqorghan;Taldyqorghan;Taldyqorghan;Taldyqorghan;Талды Курган;;;X;
PROV1423;Цskemen;Цskemen;Цskemen;Цskemen;Цskemen;Цskemen;Цskemen;Эскемен;;;X;
PROV1424;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Alma-Ata;Алма Ата;;;X;
PROV1425;Mirzoyan;Mirzoyan;Mirzoyan;Mirzoyan;Mirzoyan;Mirzoyan;Mirzoyan;Мирзань;;;X;
